id,ticker,signal_type,direction,confidence,price_at_signal,regime,notes,created_at
162,NOC,PAPER_MEAN_REVERSION,BUY,85.0,512.809997558594,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (-0.01) | RSI oversold (34.0) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=90.0 | RawCap=85 | Uncapped=85.0 → Final=85.0","2026-06-23 13:54:38"
163,HAL,PAPER_MEAN_REVERSION,BUY,85.0,35.0601997375488,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (0.03) | RSI oversold (30.4) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=90.0 | Uncapped=85.0 → Final=85.0","2026-06-23 13:54:39"
164,AMZN,MEAN_REVERSION,BUY,75.0,235.25,BULL,"Near lower BB — oversold (0.20) | RSI below midline (38.9) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=-10.0 | Raw=70.0 | Uncapped=75.0 → Final=75.0","2026-06-23 18:03:15"
165,META,MEAN_REVERSION,BUY,70.0,564.179992675781,BULL,"Near lower BB — oversold (0.19) | RSI below midline (39.7) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=-10.0 | Raw=70.0 | Uncapped=70.0 → Final=70.0","2026-06-23 18:03:20"
166,GOOGL,MEAN_REVERSION,BUY,85.0,346.820007324219,BULL,"At lower BB — strong oversold (0.06) | RSI below midline (37.7) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=-10.0 | Raw=80.0 | Uncapped=85.0 → Final=85.0","2026-06-23 18:03:21"
167,LGND,PAPER_MOMENTUM,BUY,100.0,280.200012207031,BULL,"[PAPER SCANNER] RSI (73.0) | MACD above signal | Above MA50 (233.37) | Above MA200 (202.44) | High volume (5.8x avg) | Regime=BULL | VolAdj=+15.0 | SectorAdj=+0.0 | Raw=75.0 | Uncapped=100.0 → Final=100.0","2026-06-23 19:37:57"
168,CNP,PAPER_MOMENTUM,BUY,95.0,43.5499992370605,BULL,"[PAPER SCANNER] RSI neutral (59.0) | MACD above signal | Above MA50 (42.45) | Above MA200 (40.30) | High volume (1.7x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=80.0 | Uncapped=95.0 → Final=95.0","2026-06-23 19:37:58"
169,NFLX,PAPER_MEAN_REVERSION,BUY,85.0,72.254997253418,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (0.01) | RSI extremely oversold (20.7) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=100.0 | RawCap=85 | Uncapped=85.0 → Final=85.0","2026-06-24 19:39:18"
170,META,MEAN_REVERSION,BUY,65.0,549.570007324219,BULL,"Near lower BB — oversold (0.12) | RSI below midline (35.8) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=-10.0 | Raw=70.0 | Uncapped=65.0 → Final=65.0","2026-06-25 13:32:33"
171,GOOGL,MEAN_REVERSION,BUY,85.0,338.690002441406,BULL,"At lower BB — strong oversold (-0.00) | RSI oversold (34.0) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=-10.0 | Raw=90.0 | Uncapped=85.0 → Final=85.0","2026-06-25 13:32:35"
172,AAPL,PAPER_MEAN_REVERSION,BUY,85.0,278.315002441406,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.08) | RSI oversold (34.0) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=+10.0 | Raw=90.0 | RawCap=85 | Uncapped=85.0 → Final=85.0","2026-06-25 13:54:17"
173,MSFT,PAPER_MEAN_REVERSION,BUY,85.0,358.962493896484,BULL,"[PAPER SCANNER] Near lower BB — oversold (0.11) | RSI oversold (30.5) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=+10.0 | Raw=80.0 | RawCap=85 | Uncapped=85.0 → Final=85.0","2026-06-25 13:54:18"
174,MSFT,MEAN_REVERSION,BUY,90.0,351.644989013672,BULL,"Near lower BB — oversold (0.11) | RSI oversold (30.5) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=+5.0 | Raw=80.0 | Uncapped=90.0 → Final=90.0","2026-06-25 16:52:24"
175,COST,MEAN_REVERSION,BUY,80.0,942.239990234375,BULL,"At lower BB — strong oversold (0.06) | RSI below midline (36.5) | Below MA20 by 2.6% | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=70.0 | Uncapped=80.0 → Final=80.0","2026-06-26 07:10:55"
176,NDAQ,PAPER_MEAN_REVERSION,BUY,85.0,78.5550003051758,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (0.04) | RSI oversold (31.0) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=90.0 | Uncapped=85.0 → Final=85.0","2026-06-26 13:53:30"
177,ROL,PAPER_MEAN_REVERSION,BUY,85.0,42.8375015258789,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (-0.02) | RSI extremely oversold (23.1) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=-5.0 | SectorAdj=+0.0 | Raw=100.0 | RawCap=85 | Uncapped=85.0 → Final=85.0","2026-06-26 13:53:30"
178,GOOG,PAPER_MEAN_REVERSION,BUY,80.0,335.690002441406,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (-0.04) | RSI oversold (33.9) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=-5.0 | SectorAdj=+0.0 | Raw=90.0 | Uncapped=80.0 → Final=80.0","2026-06-26 13:53:30"
179,ALGM,PAPER_MOMENTUM,BUY,95.0,58.1399993896484,BULL,"[PAPER SCANNER] RSI neutral (59.1) | MACD above signal | Above MA50 (48.18) | Above MA200 (35.43) | High volume (2.2x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=80.0 | Uncapped=95.0 → Final=95.0","2026-06-26 19:37:21"
180,KDP,PAPER_MOMENTUM,BUY,95.0,33.314998626709,BULL,"[PAPER SCANNER] RSI (73.4) | MACD bullish crossover | Above MA50 (29.61) | Above MA200 (27.76) | Normal volume (1.2x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=80.0 | Uncapped=95.0 → Final=95.0","2026-06-26 19:37:21"
